Customer_ID,Age,Annual_Income,Monthly_Spend,Savings,Credit_Score,Loan_Amount,Transactions_Per_Month,Avg_Transaction_Value,Account_Tenure_Years,Online_Sessions_Per_Month,Returned_Transactions
71603,21,76482,1276,29014,650,45332,27,38,9,17,2
71604,33,70347,1048,0,634,0,26,18,3,18,1
71605,28,56096,3021,24471,767,16616,39,24,0,20,1
71606,33,61723,2581,15203,764,17505,31,22,2,24,1
71607,49,47772,2421,6797,741,22923,28,53,6,15,1
71608,27,53836,2346,10147,743,24595,30,61,11,20,2
71609,29,52817,1097,13593,672,0,24,24,15,28,3
71610,33,63574,1775,20274,842,19685,32,35,7,19,0
71611,28,51935,2082,20740,647,13986,22,70,1,17,5
71612,37,27069,2111,1620,623,23362,29,93,9,16,0
71613,52,60651,1653,14083,677,24165,37,69,5,22,3
71614,36,36124,1313,20209,734,11219,33,48,6,19,2
71615,43,58701,2204,17999,665,3538,31,59,8,18,1
71616,18,35551,2527,19746,663,20452,38,42,15,18,0
71617,40,70012,2333,13287,735,14878,30,69,7,19,4
71618,57,74429,1510,19663,623,14979,32,34,6,22,1
71619,41,50547,1187,18506,693,33649,43,57,2,23,1
71620,41,67283,1807,16709,795,23624,35,80,6,27,1
71621,43,87816,2257,10690,628,30963,35,16,8,20,2
71622,58,67131,2264,18991,619,0,29,87,5,13,2
71623,56,51568,1803,11416,675,0,24,14,15,15,3
71624,27,47200,1060,31214,616,13111,39,93,9,22,3
71625,54,66606,2381,8011,780,45322,24,63,8,23,3
71626,56,60721,1390,0,427,0,32,84,5,18,1
71627,19,56480,2210,11840,542,25130,38,100,6,13,1
71628,40,36417,2208,16699,724,0,36,25,3,17,2
71629,46,56537,2182,20572,685,27529,31,62,12,19,2
71630,18,53501,1274,0,701,23082,28,31,10,21,3
71631,31,57523,1003,8817,635,31013,40,88,4,22,4
71632,31,53458,827,10004,771,28950,36,53,4,26,2
71633,32,83265,2058,24335,690,5469,28,71,10,23,1
71634,52,65565,1609,11826,756,8660,26,108,13,19,2
71635,39,50135,907,14444,661,10549,33,92,1,18,0
71636,45,44579,2000,10179,705,14531,31,20,1,15,2
71637,41,107015,1743,20004,727,27647,26,67,9,18,1
71638,69,53740,2514,15756,624,30136,34,69,7,25,0
71639,51,43723,2264,17571,691,4013,38,40,13,15,0
71640,39,32727,618,11517,717,35167,30,83,1,20,1
71641,36,35281,1996,0,558,25735,33,111,17,15,1
71642,31,42033,2134,35743,642,46079,29,17,2,32,1
71643,28,43559,2835,7052,547,6219,37,33,12,21,2
71644,25,50328,1808,19195,645,0,33,60,9,20,1
71645,51,71692,1590,15964,798,14192,28,48,8,14,0
71646,29,62439,1749,6708,744,21141,31,98,2,27,2
71647,47,69293,1701,25041,665,9424,26,45,7,21,2
71648,33,49099,1754,14157,777,6368,41,83,6,17,2
71649,30,54641,1307,16967,690,2183,36,83,7,20,4
71650,36,69212,2536,4819,626,0,27,44,3,11,2
71651,61,69817,2250,16553,741,1647,30,84,10,18,1
71652,76,50964,2021,7168,737,31923,20,37,2,16,1
71653,35,83735,2359,18980,798,53253,33,53,2,20,1
71654,34,38239,1340,0,655,29181,28,30,4,10,3
71655,51,78771,1548,24930,619,40570,26,5,2,19,0
71656,41,47626,1735,15987,583,7539,25,91,7,22,1
71657,32,41072,1338,21213,731,42295,33,42,12,16,1
71658,45,40226,2213,11668,699,2482,34,39,5,20,4
71659,49,49097,2391,17114,786,30436,35,54,7,30,1
71660,37,69452,1500,19273,655,1532,29,66,7,24,0
71661,37,73728,1997,18328,773,18866,35,38,4,18,0
71662,60,64145,1319,19259,654,13743,31,44,3,13,2
71663,30,46648,2295,26485,656,44102,27,120,3,22,0
71664,33,48394,1481,16784,651,57165,29,101,0,21,1
71665,34,47412,1601,22360,681,5509,25,61,7,18,3
71666,60,92222,2080,4595,580,0,29,44,9,12,1
71667,18,59463,2104,3997,621,48035,21,68,2,19,0
71668,49,60361,1895,17936,629,24236,33,66,7,22,1
71669,39,58138,1440,0,755,31730,32,43,12,18,1
71670,61,49464,1088,21988,681,6007,33,27,13,18,0
71671,44,52368,2361,4066,642,0,26,54,5,21,1
71672,18,62302,1754,5753,644,15069,35,22,6,31,0
71673,59,71025,648,7313,689,43331,30,49,10,12,3
71674,37,56116,2477,0,775,17846,30,82,3,16,0
71675,18,33704,2385,8051,712,11695,31,53,9,16,2
71676,35,33084,1982,35386,794,41028,38,52,17,22,0
71677,40,60715,1185,24594,581,9890,33,66,10,16,1
71678,27,59757,1579,7836,528,14881,28,66,16,18,1
71679,21,36121,1666,10899,720,949,19,50,7,27,1
71680,43,47526,2417,21996,612,0,30,122,11,17,1
71681,25,59355,1622,15054,710,19642,29,30,1,19,1
71682,27,57142,1198,0,670,7957,28,76,8,22,3
71683,56,81417,2818,23284,622,16010,28,73,4,11,2
71684,36,69933,1147,22514,658,30022,29,55,11,16,1
71685,25,37164,1978,11848,560,4426,26,47,1,29,2
71686,29,74464,1859,10725,715,12578,36,69,9,21,2
71687,44,31366,2527,15394,674,29643,23,107,8,21,1
71688,45,35105,2359,17438,704,12880,30,47,4,20,1
71689,47,37506,2346,19759,585,33728,24,5,15,19,1
71690,49,39398,1676,14155,673,28496,34,49,3,23,0
71691,44,64994,1801,7666,742,8202,25,57,12,18,1
71692,47,60178,1134,6021,595,49130,29,20,4,26,2
71693,34,55142,2131,21332,737,0,27,12,4,19,1
71694,26,84387,2679,5889,666,27208,25,52,5,29,0
71695,56,23557,1222,12580,754,50095,28,69,5,22,1
71696,50,76750,1470,11203,532,28794,35,85,8,20,0
71697,36,86742,1342,24201,656,16044,26,62,16,22,0
71698,32,55324,2684,13555,663,26934,23,59,1,17,2
71699,67,58592,1438,21999,755,7346,33,96,10,22,1
71700,29,34909,1822,0,632,0,30,54,8,16,1
71701,42,45828,1788,13033,703,5445,32,40,3,20,0
71702,31,68056,1550,12901,558,11303,25,92,7,22,1
71703,35,50356,1880,10410,635,25422,38,51,11,18,1
71704,30,52198,1616,23035,628,44518,30,29,13,23,3
71705,18,70349,2158,19529,615,0,29,51,0,16,0
71706,44,42755,2215,4517,759,34700,26,54,6,18,3
71707,47,45989,2100,7111,715,35524,27,24,0,22,3
71708,32,43923,1641,25185,758,27399,31,46,5,25,3
71709,71,51318,1183,13150,675,17222,29,80,6,16,0
71710,43,46435,2144,19265,655,1946,31,62,7,14,1
71711,42,78458,2584,20337,667,17205,34,45,5,15,1
71712,44,53093,1541,22959,740,34429,29,57,8,23,1
71713,32,54688,1209,15292,556,8419,38,31,6,20,1
71714,28,48693,1075,19085,742,26700,28,77,11,24,3
71715,30,44246,2212,12359,754,0,29,97,10,15,1
71716,33,102949,1442,14725,685,0,31,68,7,17,4
71717,46,37000,1734,12857,543,11822,31,81,8,26,1
71718,35,72019,1999,14182,661,2786,34,101,9,18,3
71719,47,47992,892,19693,648,6468,22,62,8,24,0
71720,24,34031,2118,18228,747,10231,30,33,8,19,0
71721,32,61314,2329,15053,711,64109,28,26,9,21,4
71722,31,53321,2766,0,774,22334,33,58,6,17,1
71723,18,59834,1995,17745,728,31481,34,28,9,21,1
71724,34,73914,2098,16445,752,20019,32,50,5,22,1
71725,27,41838,1077,24117,661,3630,32,53,2,24,2
71726,45,37951,1912,8982,702,48423,40,67,0,15,1
71727,48,52762,1620,17431,686,19367,27,90,13,19,1
71728,23,58422,1721,16664,721,29357,28,57,14,16,1
71729,37,60398,1679,17093,705,1157,28,41,8,24,1
71730,24,63159,1740,17342,720,25722,41,50,11,26,1
71731,43,58255,950,7921,684,16565,29,77,6,14,3
71732,31,77409,1690,23112,694,19394,33,64,7,20,1
71733,33,35364,2297,17351,593,18299,41,42,1,11,1
71734,37,56134,824,25456,678,12601,23,42,10,16,2
71735,43,38580,1685,21738,645,29478,30,9,6,23,0
71736,40,81089,1641,7361,696,19999,35,76,6,15,1
71737,44,21113,1183,19495,696,0,34,34,6,25,0
71738,48,48090,1332,9587,716,12150,38,60,6,16,1
71739,38,34483,2093,16460,614,42871,37,86,1,21,1
71740,27,48351,615,25475,698,2172,28,12,7,14,1
71741,20,38290,2206,16256,709,12382,28,17,5,20,1
71742,30,42786,1273,513,656,34621,35,60,5,18,0
71743,42,76062,1395,7511,643,0,32,104,8,19,2
71744,23,63377,1803,23823,818,24134,32,74,2,15,3
71745,52,64019,2215,29878,671,38602,26,91,4,25,2
71746,27,69094,1942,8111,584,37381,28,94,8,16,1
71747,38,55852,333,13306,730,26852,32,76,7,21,4
71748,57,55471,2454,21211,748,9217,34,51,7,23,0
71749,37,48820,1792,24928,781,20252,38,61,5,18,2
71750,26,64607,1958,16731,676,13306,33,51,0,21,0
71751,18,32324,2159,20631,598,16839,30,65,3,25,3
71752,44,29935,1746,11876,758,0,29,5,9,21,2
71753,43,76168,1486,25359,693,40250,33,51,8,23,2
71754,46,73792,2096,15407,724,40957,19,47,12,18,1
71755,41,34631,2033,3056,679,0,21,35,9,19,4
71756,33,51818,2470,17023,656,6044,30,60,4,20,4
71757,30,41428,2105,17407,658,48549,27,54,9,21,2
71758,40,32642,1279,24078,707,21839,27,44,6,24,0
71759,51,55978,1855,12144,678,20773,37,82,4,21,1
71760,18,62948,1276,14402,703,24165,37,85,13,26,0
71761,51,71544,2030,17916,562,23713,39,66,6,18,0
71762,36,49888,1988,26184,712,20059,31,65,4,27,2
71763,37,59343,2466,15883,604,37795,41,72,3,17,3
71764,48,69508,2085,21787,752,25232,30,76,8,20,2
71765,37,54414,1384,15394,516,28612,30,83,8,24,3
71766,42,52291,1097,19332,627,36045,25,17,4,18,1
71767,20,41558,1625,16193,595,29367,31,59,8,16,3
71768,36,55084,1918,15139,612,0,27,57,7,17,2
71769,46,40458,1038,13755,635,5224,27,105,6,22,1
71770,35,61424,2634,16300,721,29200,27,91,12,17,2
71771,36,45813,2273,25421,612,38049,39,83,6,19,3
71772,41,78398,747,17764,622,24699,26,71,15,22,2
71773,45,48963,1601,0,744,32052,33,72,0,20,1
71774,58,73890,1896,18231,646,0,23,27,9,21,0
71775,45,53551,1484,0,625,1191,29,41,10,13,2
71776,56,41375,1925,12984,645,8962,19,86,8,20,1
71777,38,49923,1631,22215,707,27100,41,62,5,17,2
71778,18,40879,2391,16722,720,23188,39,33,4,16,2
71779,34,52285,2131,0,640,49785,31,34,7,15,2
71780,30,20000,1648,5570,535,11676,34,59,9,24,0
71781,39,63304,1511,7500,642,0,31,53,4,22,1
71782,36,23059,2158,532,684,17796,36,88,4,21,2
71783,43,49290,1187,30850,686,18125,29,64,14,12,2
71784,31,54666,1882,9033,593,50655,25,25,4,28,4
71785,42,52181,1168,6162,741,22186,22,5,3,11,2
71786,44,48994,1923,9817,616,14523,32,56,7,22,3
71787,40,42622,2610,14680,652,9050,27,41,10,20,0
71788,22,30248,917,11787,681,28168,26,100,4,20,3
71789,50,54140,1030,0,755,10257,25,80,7,24,2
71790,47,48678,2386,9079,607,20818,34,86,7,21,1
71791,37,70191,1798,8140,623,25280,29,63,7,15,2
71792,18,62797,1487,24642,697,31176,29,5,3,18,2
71793,43,77048,1860,16051,617,4755,24,86,10,21,2
71794,33,71588,1321,1988,770,56511,35,22,9,20,3
71795,33,59989,2246,16596,692,16876,21,61,15,29,1
71796,39,64389,2203,17594,604,0,37,22,7,25,2
71797,57,60329,2244,9558,664,3551,21,35,7,24,0
71798,41,38344,1145,10100,651,0,29,54,6,31,1
71799,38,30775,1943,6933,685,31005,24,72,6,16,3
71800,33,50894,2499,7197,673,13024,32,65,8,25,1
71801,40,60171,859,12300,703,6188,31,70,14,24,1
71802,39,59905,2127,17198,722,14405,30,61,4,21,0
71803,47,44089,2722,19174,679,16209,35,39,3,16,1
71804,33,58718,300,12392,512,43593,43,68,12,17,0
71805,30,52295,1463,11027,594,35640,35,5,10,18,0
71806,34,68941,1613,34402,646,0,29,38,14,17,0
71807,38,52550,1978,12266,735,6636,25,58,5,13,0
71808,39,85517,2432,9923,683,1563,43,63,9,28,2
71809,39,68384,2462,29168,613,21453,19,65,4,30,2
71810,28,63328,1985,33890,604,23437,25,62,7,19,2
71811,38,70122,1003,22299,900,31758,25,109,7,17,1
71812,48,48842,1899,8469,668,2075,26,59,6,24,4
71813,55,65180,1622,6885,646,16162,26,34,0,19,1
71814,51,63607,935,34304,564,0,32,64,14,28,0
71815,39,50982,2138,20007,694,39031,34,56,8,26,1
71816,38,78341,1759,35890,682,23453,29,87,7,18,1
71817,54,74915,2132,14904,649,13660,23,97,5,28,1
71818,38,73244,1691,20982,689,25132,29,40,11,19,2
71819,50,64241,1597,13206,628,13582,23,74,7,18,3
71820,39,63150,2038,17772,760,25201,26,48,0,16,3
71821,18,76209,2308,7846,695,16003,36,47,5,20,2
71822,47,66928,1568,15941,709,16145,39,39,11,12,1
71823,51,72757,1458,13228,728,16567,27,75,2,13,4
71824,36,68572,566,635,701,28918,36,78,6,22,0
71825,26,88300,1901,17040,770,27200,27,74,12,23,1
71826,58,62931,1731,5408,582,14705,31,58,4,12,4
71827,38,76275,2179,0,638,31634,29,48,7,20,1
71828,35,46374,1381,8959,755,22332,27,115,2,20,6
71829,45,68512,1973,4808,618,8010,26,54,3,29,3
71830,72,45471,2087,20616,629,17799,33,5,0,21,3
71831,45,58791,1771,11763,681,34904,29,76,7,22,1
71832,42,69347,3156,11665,693,26898,33,55,10,16,1
71833,40,70715,1441,0,673,4823,29,71,2,23,1
71834,59,26527,1638,4752,690,4093,31,90,14,20,2
71835,46,66307,1719,9260,712,8870,26,80,4,24,1
71836,50,36986,1050,0,799,35149,31,42,5,20,2
71837,43,60782,1586,0,770,13186,36,49,14,28,2
71838,46,25385,1876,23097,654,13512,33,84,3,22,1
71839,36,50677,1835,18026,623,20867,26,95,7,13,3
71840,42,52738,2158,14258,734,34017,34,43,7,16,1
71841,31,68641,1590,11776,676,0,40,100,9,23,3
71842,33,57071,1290,18470,617,28501,23,59,10,20,1
71843,45,41521,1880,18954,716,0,41,54,8,27,0
71844,31,73912,1992,19759,688,21769,29,81,8,18,3
71845,41,62666,1253,10047,668,0,33,48,5,16,1
71846,35,65214,1344,14988,770,17180,31,43,3,12,2
71847,26,51020,1498,2750,719,26133,35,54,9,17,0
71848,42,55731,1963,13116,611,36479,31,62,12,15,2
71849,49,65037,1375,5514,738,9083,27,103,11,14,1
71850,24,74848,1054,0,733,5619,19,64,1,19,0
71851,47,68936,1984,27163,732,13215,31,36,3,16,3
71852,26,62268,1850,11357,764,5159,35,24,13,12,0
71853,56,38842,1746,22233,655,9701,32,51,4,20,1
71854,46,78609,1030,17583,675,38524,28,77,10,21,3
71855,24,50845,2630,17073,496,12121,26,20,2,27,2
71856,50,53235,1811,0,588,39564,20,55,4,24,2
71857,32,68023,2423,0,701,1493,25,90,7,19,0
71858,28,64051,1437,20697,673,19178,23,62,7,23,2
71859,48,20000,2051,21937,608,7023,25,60,5,21,4
71860,54,52284,1692,9919,689,7443,40,92,8,27,0
71861,45,52378,2341,13264,724,0,25,68,9,25,0
71862,35,46842,1416,1656,648,0,31,44,3,22,3
71863,42,52177,2826,13717,656,10174,23,76,10,27,1
71864,33,64905,1745,29572,666,25524,32,41,10,12,0
71865,37,72477,2088,14790,742,13613,33,65,1,24,2
71866,44,57683,1211,23136,750,14447,28,83,9,18,2
71867,22,30667,1874,16684,625,10003,33,127,0,24,1
71868,45,57263,1495,14515,638,9953,22,93,11,19,0
71869,23,38201,2370,16799,744,26505,27,107,3,17,1
71870,24,54696,1920,16467,800,16796,32,30,0,12,2
71871,47,75723,1242,6976,712,0,35,68,1,20,2
71872,29,62488,2816,4185,740,28108,28,44,3,17,2
71873,28,43986,1259,25231,689,0,31,34,8,20,1
71874,36,39361,667,11934,608,0,35,27,10,19,2
71875,32,67659,1844,34830,647,8227,29,32,3,20,0
71876,42,76886,1232,9786,665,21102,38,39,4,22,1
71877,42,33200,1350,13649,713,27581,30,53,0,23,0
71878,28,64223,2291,8024,676,13845,27,49,9,26,1
71879,19,80310,2319,12148,651,0,21,45,6,20,0
71880,37,48356,1939,22345,687,31482,22,51,8,16,5
71881,53,42297,2155,8344,731,30512,24,91,4,20,4
71882,39,54809,1906,19301,709,17752,25,71,8,17,5
71883,35,57473,1939,21556,624,0,25,50,7,19,0
71884,60,73881,1451,7331,690,28358,19,72,7,15,1
71885,49,51767,2133,17816,681,0,24,85,0,23,1
71886,19,57871,1721,16388,763,24228,37,56,4,19,0
71887,36,55442,1112,9378,663,4751,31,58,6,15,2
71888,42,72749,2968,9916,679,8639,34,27,15,21,1
71889,27,61588,1972,21070,688,0,27,44,6,16,4
71890,36,49116,2688,14625,713,31352,25,38,11,14,0
71891,40,64233,1037,24267,705,30763,28,77,11,18,3
71892,37,61154,1795,6642,726,26428,37,70,0,22,1
71893,25,40506,2135,12691,670,2684,38,5,10,21,1
71894,57,35293,2139,7245,656,31882,33,66,4,18,1
71895,43,32554,1008,18444,605,12271,31,48,3,21,2
71896,29,62963,1720,22265,725,1711,23,42,7,26,2
71897,50,68214,942,5013,777,29387,25,69,7,17,2
71898,39,41413,1107,15322,725,9161,32,49,7,17,1
71899,51,66539,2282,17485,652,12029,24,88,2,18,1
71900,38,37793,1805,17894,664,8288,27,81,3,24,3
71901,22,88781,1433,2562,783,35173,30,46,10,21,5
71902,27,56660,1435,14978,621,27231,15,38,10,28,1
71903,53,59478,1386,2330,649,24742,34,90,0,11,3
71904,52,35260,2039,27396,668,0,30,49,6,20,4
71905,24,77209,1619,11156,773,24273,34,72,6,20,0
71906,56,75378,2320,20283,725,14989,24,103,6,13,1
71907,52,40097,2542,26049,607,19205,32,55,7,25,2
71908,32,78793,1673,18582,779,43347,33,43,4,20,2
71909,39,42916,2336,17388,705,32188,33,73,8,24,0
71910,18,44647,1003,16585,657,32352,29,11,5,22,2
71911,31,56645,2166,11811,656,8256,31,55,10,14,1
71912,37,40477,2038,7533,672,14727,33,52,10,18,1
71913,43,87797,1795,26201,674,49085,27,31,10,17,3
71914,38,84177,2067,13184,658,2661,27,57,8,23,0
71915,41,60211,1547,17309,665,16293,19,28,9,17,3
71916,28,32581,1841,11445,712,11820,31,60,9,15,4
71917,43,61940,1969,16611,746,32125,27,73,13,17,2
71918,60,57843,1350,7649,781,8723,21,54,2,25,1
71919,45,36254,2229,22240,751,5791,28,70,4,17,2
71920,40,38007,1649,23767,800,12352,30,114,5,15,3
71921,31,20318,1559,10396,658,15414,36,49,7,22,1
71922,35,54727,2176,7274,714,39187,37,47,7,16,2
71923,24,52756,482,18504,711,5570,32,90,5,17,1
71924,22,42204,1873,14094,758,24810,27,61,4,15,2
71925,39,32464,1748,21478,605,28277,30,58,2,12,1
71926,46,73570,1694,16469,653,4833,38,31,2,16,1
71927,29,60865,2173,18258,755,11403,31,56,0,18,1
71928,54,65988,1564,394,742,29793,26,62,7,23,1
71929,33,44247,2323,27046,509,6097,34,27,5,20,3
71930,38,24912,1989,17494,726,19653,28,15,10,23,1
71931,51,56929,1138,8034,738,5087,28,29,8,20,3
71932,36,63522,1614,28356,766,4442,30,88,14,23,0
71933,47,61933,2765,12185,639,3432,35,61,3,15,1
71934,46,36761,1049,9971,730,10494,28,73,6,25,0
71935,31,70776,2881,14048,639,39473,33,20,2,17,3
71936,32,63308,2039,9310,707,13272,39,44,7,18,1
71937,54,38971,2314,13878,691,10195,29,112,10,16,0
71938,55,78060,1289,5501,726,32591,38,45,3,25,0
71939,47,50909,1912,5857,669,49432,28,61,2,13,4
71940,29,73221,1479,20654,656,18568,38,56,6,21,2
71941,50,52465,878,7888,734,16636,32,59,8,24,2
71942,36,53910,1729,19221,578,30789,28,49,4,26,2
71943,24,66498,1715,21123,712,8954,37,116,3,22,0
71944,32,47650,1424,27141,624,15413,40,67,5,26,3
71945,37,51844,1784,20683,732,28842,25,43,7,22,1
71946,53,52638,1737,8782,600,24177,26,69,7,17,2
71947,30,67775,1512,25403,611,31782,26,63,5,32,1
71948,28,63564,1356,13035,648,45458,30,57,5,14,0
71949,34,61884,1760,15915,765,20304,27,52,5,12,1
71950,38,36396,2287,6773,694,7434,33,95,10,18,1
71951,48,56325,1547,6030,609,26260,37,112,11,30,4
71952,46,50820,1600,23324,590,3445,28,75,11,16,1
71953,18,72541,2224,19484,573,34329,30,67,5,18,0
71954,35,37762,2339,26239,783,26966,27,91,14,16,3
71955,41,53206,1927,14714,633,45359,39,37,1,17,0
71956,29,61468,2316,22892,747,53540,28,27,6,17,1
71957,30,53756,1857,8833,717,28701,38,71,0,25,1
71958,47,78579,2305,3660,558,21110,27,57,7,22,1
71959,48,63015,1495,10424,635,43770,22,85,15,24,2
71960,37,23527,1505,13544,607,29534,27,47,10,24,1
71961,44,51982,1784,2352,685,13151,30,77,6,18,0
71962,45,60994,802,22609,617,31887,19,78,7,17,2
71963,26,63890,2629,22994,605,39283,24,68,10,20,0
71964,26,41941,1479,27539,714,31762,32,22,8,21,2
71965,35,53684,2002,14646,641,47276,28,74,3,21,3
71966,31,47201,1906,14373,618,28397,33,69,7,21,5
71967,32,35010,2051,18840,661,17545,31,32,0,21,0
71968,38,41289,1460,9724,632,0,28,88,2,21,1
71969,38,45648,565,19252,815,5678,25,86,6,18,2
71970,18,92142,1144,15338,659,199,29,30,6,23,2
71971,41,71739,1214,191,544,695,39,100,5,15,1
71972,36,63127,2114,21409,733,16090,25,12,3,24,1
71973,42,58563,1206,1146,716,35004,30,11,1,15,2
71974,32,60870,2525,21659,613,31930,20,72,16,19,3
71975,32,46960,2037,0,689,27472,28,27,7,27,0
71976,35,47520,1534,16467,652,13943,27,87,0,18,3
71977,52,74998,2159,15288,730,25770,26,53,1,23,2
71978,34,58676,1781,3156,665,2530,27,54,12,21,1
71979,53,20412,2130,10359,795,30609,40,61,7,23,0
71980,51,62372,1536,10604,606,28964,23,73,8,18,1
71981,35,64904,1346,0,711,6826,30,61,8,18,2
71982,33,82301,1702,23279,695,7642,44,107,3,11,4
71983,34,72638,1877,17986,702,38580,29,66,7,13,3
71984,38,33141,1824,19936,637,4947,28,54,10,16,2
71985,33,40715,2017,14789,688,34969,38,69,5,19,1
71986,48,63021,1401,13684,716,16704,31,34,1,21,4
71987,32,52890,2573,0,745,4844,22,74,4,26,0
71988,50,35316,632,13019,592,18856,27,67,5,17,3
71989,28,50161,2456,2717,638,5926,36,46,17,26,3
71990,19,43150,2064,13996,585,31374,30,86,2,20,2
71991,18,85660,2739,20423,542,26076,25,47,4,21,1
71992,33,63474,1855,10622,650,5349,26,64,10,15,1
71993,30,85098,2768,32504,650,47715,40,64,10,17,0
71994,29,70261,1179,14035,638,14197,30,51,7,24,2
71995,51,43790,1268,9441,735,0,19,40,5,18,1
71996,31,72088,941,12473,573,15063,36,16,10,27,0
71997,18,68252,2327,19954,581,1998,27,56,9,16,2
71998,46,53533,1203,23038,767,37446,31,72,8,17,1
71999,56,61378,1648,20625,726,0,27,38,6,26,1
72000,45,68792,1366,12214,635,38774,19,51,11,21,1
72001,31,32890,2175,17038,615,9592,33,113,8,18,1
72002,42,39360,1282,682,592,16028,29,30,6,18,2
72003,30,38116,2377,17789,880,28332,30,67,7,25,1
72004,28,54435,1904,25550,734,27229,37,60,0,10,1
72005,37,71569,2067,11476,765,16742,28,43,9,15,0
72006,39,59552,1605,24455,742,20121,29,80,8,16,2
72007,37,56983,2079,23665,655,14200,27,68,7,24,2
72008,60,77080,1718,23661,714,0,25,86,9,19,2
72009,40,32382,1387,10228,709,33508,34,11,4,36,2
72010,51,66991,896,21233,672,33183,26,67,18,20,1
72011,66,46709,1667,8207,615,18803,33,47,5,22,3
72012,34,63962,2280,12410,541,0,29,49,7,13,2
72013,41,52598,2293,10034,738,16919,29,42,7,14,0
72014,49,78103,923,10216,783,31859,23,44,3,21,2
72015,41,77328,1373,20529,768,0,30,72,12,20,1
72016,36,56400,2375,13894,663,23106,21,34,7,17,1
72017,68,49340,1391,27797,653,26100,30,57,6,20,0
72018,54,75755,1881,24741,744,15861,26,80,8,25,1
72019,18,57089,2574,11383,666,40696,24,62,8,20,0
72020,56,69180,1853,10405,581,1788,29,34,9,22,2
72021,59,43923,1884,8276,672,36157,26,57,1,19,1
72022,54,40477,2138,20964,734,14102,25,116,7,23,1
72023,49,49168,1774,20441,606,0,28,42,2,17,2
72024,58,53847,1907,6144,599,20994,27,63,6,20,2
72025,50,30240,1375,13118,615,6001,39,41,6,19,2
72026,46,38713,1244,8722,620,32740,39,75,1,24,1
72027,41,59997,1605,7381,783,17607,25,39,6,17,4
72028,27,39739,1891,15143,628,20707,26,73,4,27,2
72029,23,45369,1425,15229,678,25855,33,54,9,25,0
72030,49,46143,1283,449,637,17907,35,44,9,23,2
72031,49,42197,2327,14246,867,14475,22,24,11,19,1
72032,39,54372,1046,27045,651,20704,31,62,11,21,1
72033,29,20000,1711,14629,762,53704,24,66,15,19,3
72034,26,57226,1559,16373,579,6436,32,95,11,12,3
72035,35,46278,2799,11203,597,12731,30,38,1,25,0
72036,48,62235,1701,12142,794,0,30,66,8,22,3
72037,66,50726,1425,19801,577,20433,27,99,12,21,3
72038,39,48093,1554,8985,664,11750,23,42,9,30,1
72039,43,59238,1401,8446,609,36024,30,59,10,22,1
72040,53,50831,1803,15414,719,15836,20,19,8,14,1
72041,39,69528,602,17906,855,23717,28,63,4,17,0
72042,44,37354,1555,9084,668,41479,27,81,4,16,1
72043,49,72174,2007,18164,661,33694,28,80,5,33,2
72044,53,52805,1321,24547,544,14260,31,59,2,21,3
72045,40,60469,1203,7141,612,46433,35,66,6,25,2
72046,34,28651,1380,16678,631,14364,24,60,0,13,3
72047,42,53334,2175,12798,545,25801,30,65,0,17,4
72048,19,89537,2115,20628,603,8672,24,16,13,22,1
72049,43,67502,2959,6545,573,0,21,157,9,23,1
72050,50,44160,1681,17342,641,21401,31,83,9,17,2
72051,60,51542,1305,13534,802,6102,32,45,5,19,0
72052,51,47778,2016,16376,564,47827,33,12,7,23,1
72053,18,60772,1602,2289,741,4848,27,72,5,21,3
72054,56,65222,2152,25522,606,0,31,66,12,16,0
72055,57,72454,1476,10318,597,8672,32,20,9,23,4
72056,28,53879,2565,9238,650,23775,21,41,9,15,1
72057,35,48271,1159,26811,631,25217,35,81,5,20,2
72058,57,27067,1884,26552,757,19167,29,55,10,15,1
72059,40,76328,1673,22175,809,39527,27,61,4,25,0
72060,32,60451,1783,0,714,26384,36,32,1,28,3
72061,30,50686,1416,22048,638,177,31,64,5,14,0
72062,71,53138,1447,15344,863,2811,39,42,8,18,2
72063,49,50775,2008,15154,719,33088,19,100,0,22,4
72064,36,67740,2410,15054,587,0,39,77,5,12,1
72065,57,39053,1624,5822,697,26231,30,29,3,16,1
72066,38,95785,2649,22133,801,47148,34,26,5,22,3
72067,54,42897,1520,21407,601,21816,30,5,2,23,0
72068,46,47036,2425,14113,642,8246,31,62,1,24,3
72069,35,55720,1385,12870,722,13061,32,21,9,16,1
72070,45,69639,1565,16315,678,13834,29,26,7,18,2
72071,46,40736,1883,9227,686,20636,24,104,8,24,2
72072,49,60463,594,12683,730,14800,23,72,3,27,0
72073,59,20000,1524,9512,720,0,25,65,4,21,1
72074,66,73856,2149,20365,600,5582,30,78,1,19,2
72075,44,32994,1851,12461,643,30117,23,26,5,18,0
72076,18,67901,977,25048,735,14784,45,120,12,19,1
72077,50,78441,1378,22769,551,24114,35,58,4,20,3
72078,36,39300,1264,5539,526,24217,37,71,8,25,1
72079,19,60502,2208,20278,735,3157,35,48,11,18,0
72080,48,38471,1560,12878,594,14098,31,76,1,16,1
72081,45,57955,1874,14452,815,25862,30,84,17,25,1
72082,30,67371,2611,1343,675,32183,23,38,2,33,0
72083,25,67681,2069,22767,763,37408,24,52,0,10,0
72084,56,60282,1673,6438,677,19330,33,61,7,12,1
72085,46,44861,1285,2092,566,22827,30,66,11,26,1
